0.016702,0.40909,1.7963,512.06
0.017161,0.41135,1.4979,515.19
0.017497,0.41355,1.2,516.6
0.017846,0.41564,0.90349,516.39
0.018211,0.41755,0.61138,514.71
0.018453,0.41925,0.31554,511.62
0.018748,0.42067,0.024574,507.7
0.018937,0.42178,6.0186,503.33
0.01918,0.42254,5.7272,498.87
0.019325,0.42292,5.4384,494.89
0.019425,0.42291,5.1534,491.76
0.019597,0.42249,4.8635,489.54
0.019613,0.42166,4.5794,488.67
0.019651,0.42044,4.2923,488.97
0.019679,0.41883,4.0084,490.35
0.019635,0.41689,3.7228,492.66
0.01956,0.41463,3.4367,495.53
0.019487,0.41212,3.154,498.51
0.019347,0.40941,2.8676,501.31
0.019223,0.40658,2.5814,503.48
0.019003,0.40368,2.2984,504.57
0.018835,0.4008,2.0112,504.56
0.018617,0.39803,1.7259,503.17
0.018341,0.39543,1.4405,500.42
0.018095,0.3931,1.1553,496.55
0.017868,0.39111,0.87127,491.82
0.017507,0.38951,0.58474,486.41
0.017279,0.38837,0.30568,481.05
0.016967,0.38772,0.022732,475.85
0.016652,0.38759,6.0259,471.34
0.016366,0.38798,5.7512,467.86
0.016045,0.3889,5.4774,465.61
0.015778,0.3903,5.2034,464.68
0.01545,0.39215,4.9396,465.28
0.015175,0.39439,4.6738,467.22
0.014942,0.39696,4.4138,470.41
0.014652,0.39978,4.1574,474.77
0.014424,0.40277,3.9047,479.96
0.014271,0.40585,3.6578,485.73
0.014039,0.40894,3.4099,491.96
0.013929,0.41197,3.1702,498.2
0.013824,0.41485,2.933,504.31
0.013735,0.41753,2.6939,510.11
0.013719,0.41994,2.4617,515.28
0.013706,0.42203,2.2322,519.67
0.013793,0.42375,1.9957,523.26
0.013843,0.42507,1.7687,525.69
0.013987,0.42597,1.5372,527.06
0.014182,0.42644,1.3041,527.24
0.014385,0.42646,1.0736,526.19
0.0146,0.42606,0.8369,523.9
0.014958,0.42524,0.60469,520.62
0.015217,0.42403,0.3639,516.19
0.015571,0.42246,0.12432,511.02
0.015961,0.42058,6.1673,505.28
0.01633,0.41843,5.9195,499.14
0.016739,0.41606,5.6711,493.01
0.017156,0.41352,5.4243,487.21
0.017605,0.41087,5.1663,481.9
0.018044,0.40818,4.9124,477.55
0.018469,0.40549,4.6539,474.31
0.018983,0.40287,4.3918,472.29
0.019417,0.40037,4.1284,471.72
0.019863,0.39804,3.8629,472.53
0.020389,0.39594,3.5942,474.6
0.020822,0.39411,3.3254,477.8
0.021311,0.39257,3.0512,481.86
0.021793,0.39137,2.7806,486.29
0.022294,0.39053,2.5045,490.86
0.022777,0.39005,2.2281,495.03
0.02328,0.38993,1.9537,498.39
0.02379,0.39019,1.6757,500.65
0.024345,0.39079,1.3979,501.56
0.024808,0.39173,1.1219,500.88
0.025408,0.39297,0.84431,498.81
0.025952,0.39449,0.56667,495.34
0.02647,0.39625,0.29097,490.85
0.027078,0.39821,0.01426,485.71
0.027646,0.40033,6.0228,480.43
0.028209,0.40257,5.746,475.46
0.028805,0.40488,5.473,471.4
0.029404,0.40723,5.1992,468.64
0.029987,0.40956,4.9238,467.57
0.030581,0.41184,4.6529,468.5
0.031158,0.41403,4.3793,471.57
0.0318,0.41607,4.1064,476.71
0.032347,0.41793,3.8344,483.87
0.032938,0.41959,3.5624,492.62
0.033598,0.42099,3.2898,502.54
0.034106,0.42212,3.0176,513
0.034743,0.42294,2.745,523.31
0.03532,0.42345,2.4733,532.62
0.035875,0.42362,2.1985,540.28
0.036448,0.42344,1.9259,545.49
0.036998,0.42291,1.652,547.77
0.037539,0.42203,1.3752,546.76
0.038087,0.42081,1.1004,542.42
0.038553,0.41927,0.82258,534.83
0.039143,0.41744,0.54451,524.65
0.039585,0.41535,0.26471,512.37
0.04006,0.41303,6.267,498.99
0.040563,0.41054,5.9857,485.44
0.040965,0.40793,5.7014,472.64
0.041378,0.40527,5.4159,461.52
0.041769,0.40262,5.131,452.88
0.042123,0.40004,4.8408,447.23
0.042452,0.39762,4.5519,444.99
0.042723,0.39542,4.261,446.29
0.043031,0.3935,3.9682,450.92
0.043249,0.39192,3.6744,458.57
0.043416,0.39074,3.3805,468.52
0.043647,0.39,3.085,479.97
0.043729,0.38972,2.79,491.83
0.043839,0.38993,2.4938,503.14
0.043884,0.39061,2.1992,512.73
0.043921,0.39175,1.9045,519.84
0.043877,0.39333,1.6092,523.8
0.043813,0.39529,1.3179,524.38
0.043722,0.39758,1.0254,521.65
0.043578,0.40013,0.73499,516.04
0.043371,0.40286,0.44708,508.31
0.043149,0.4057,0.15996,499.29
0.042919,0.40856,6.1582,489.98
0.042547,0.41135,5.8747,481.3
0.042243,0.41401,5.5935,474.06
0.041862,0.41646,5.3139,468.91
0.04141,0.41863,5.035,466.29
0.040986,0.42047,4.7587,466.37
0.040489,0.42192,4.4844,469.18
0.039999,0.42296,4.2086,474.48
0.039446,0.42355,3.9377,481.8
0.038882,0.42368,3.6656,490.63
0.038348,0.42336,3.3948,500.21
0.037717,0.42258,3.1252,509.8
0.037082,0.42138,2.8561,518.62
