0,-0.76254
-1,-0.68579
-2,-0.60386
-3,-0.52602
-4,-0.46122
-5,-0.41708
-6,-0.39921
-7,-0.41068
-8,-0.4519
-9,-0.52038
-10,-0.61129
-11,-0.71779
-12,-0.83167
-13,-0.94416
-14,-1.0467
-15,-1.1315
-16,-1.1926
-17,-1.2258
-18,-1.2297
-19,-1.2054
-20,-1.1567
-21,-1.0894
-22,-1.0113
-23,-0.93115
-24,-0.85758
-25,-0.79879
-26,-0.7614
-27,-0.7501
-28,-0.76709
-29,-0.81229
-30,-0.88318
-31,-0.97537
-32,-1.083
-33,-1.1992
-34,-1.3172
-35,-1.4301
-36,-1.5319
-37,-1.6175
-38,-1.6832
-39,-1.7265
-40,-1.7461
-41,-1.7422
-42,-1.4046
-43,-1.0792
-44,-0.76706
-45,-0.47009
-46,-0.19038
-47,0.069695
-48,0.3076
-49,0.521
-50,0.70766
-51,0.86567
-52,0.9937
-53,1.091
-54,1.1577
-55,1.195
-56,1.2051
-57,1.1913
-58,1.158
-59,1.1107
-60,1.0556
-61,0.99951
-62,0.94919
-63,0.91112
-64,0.89114
-65,0.89367
-66,0.92162
-67,0.97584
-68,1.0548
-69,1.155
-70,1.2706
-71,1.394
-72,1.5164
-73,1.6286
-74,1.7218
-75,1.7882
-76,1.8219
-77,1.8197
-78,1.781
-79,1.7084
-80,1.607
-81,1.4201
-82,1.2127
-83,0.99536
-84,0.77973
-85,0.57809
-86,0.40235
-87,0.26331
-88,0.16969
-89,0.12756
-90,0.13951
-91,0.20435
-92,0.31691
-93,0.46808
-94,0.64536
-95,0.83366
-96,1.0164
-97,1.1768
-98,1.2994
-99,1.371
-100,1.3827
-101,1.3297
-102,1.2125
-103,1.0366
-104,0.81235
-105,0.5539
-106,0.2785
-107,0.004956
-108,-0.24751
-109,-0.46089
-110,-0.61989
-111,-0.7134
-112,-0.73564
-113,-0.68699
-114,-0.57427
-115,-0.41038
-116,-0.21307
-117,-0.00314
-118,0.19754
-119,0.36852
-120,0.49264
-121,0.55764
-122,0.55706
-123,0.49062
-124,0.36362
-125,0.18629
-126,-0.027498
-127,-0.26153
-128,-0.4986
-129,-0.7217
-130,-0.9154
