0,-2.3741
-1,-2.3741
-2,-2.3741
-3,-2.3741
-4,-2.3741
-5,-2.3741
-6,-2.3741
-7,-2.3741
-8,-2.3741
-9,-2.3741
-10,-2.3741
-11,-2.3741
-12,0.27853
-13,0.27853
-14,0.27853
-15,0.27853
-16,0.27853
-17,0.27853
-18,0.27853
-19,0.27853
-20,0.27853
-21,0.27853
-22,0.27853
-23,0.27853
-24,0.27853
-25,0.27853
-26,0.27853
-27,0.27853
-28,0.27853
-29,0.27853
-30,0.27853
-31,0.27853
-32,0.27853
-33,0.27853
-34,0.27853
-35,0.27853
-36,0.27853
-37,0.27853
-38,0.27853
-39,0.27853
-40,0.27853
-41,0.27853
-42,0.27853
-43,0.27853
-44,0.27853
-45,0.27853
-46,0.27853
-47,0.27853
-48,0.27853
-49,0.27853
-50,0.27853
-51,0.27853
-52,0.27853
-53,0.27853
-54,0.27853
-55,2.9312
-56,-2.3741
-57,-2.3741
-58,-2.3741
-59,0.27853
-60,0.27853
-61,0.27853
-62,0.27853
-63,0.27853
-64,0.27853
-65,0.27853
-66,0.27853
-67,0.27853
-68,0.27853
-69,0.27853
-70,0.27853
-71,0.27853
-72,0.27853
-73,0.27853
-74,0.27853
-75,0.27853
-76,0.27853
-77,0.27853
-78,0.27853
-79,0.27853
-80,0.27853
-81,0.27853
-82,0.27853
-83,0.27853
-84,0.27853
-85,0.27853
-86,0.27853
-87,0.27853
-88,0.27853
-89,0.27853
-90,0.27853
-91,0.27853
-92,0.27853
-93,0.27853
-94,0.27853
-95,0.27853
-96,0.27853
-97,0.27853
-98,0.27853
-99,0.27853
-100,0.27853
-101,0.27853
-102,0.27853
-103,0.27853
-104,0.27853
-105,0.27853
-106,0.27853
-107,0.27853
-108,0.27853
-109,0.27853
-110,0.27853
-111,0.27853
-112,0.27853
-113,0.27853
-114,0.27853
-115,0.27853
-116,0.27853
-117,0.27853
-118,0.27853
-119,0.27853
-120,0.27853
-121,0.27853
-122,0.27853
-123,0.27853
-124,0.27853
-125,0.27853
-126,0.27853
-127,0.27853
-128,0.27853
-129,0.27853
-130,0.27853
-131,0.27853
-132,0.27853
-133,0.27853
-134,0.27853
-135,0.27853
-136,0.27853
-137,0.27853
-138,0.27853
-139,0.27853
-140,0.27853
-141,0.27853
-142,0.27853
-143,0.27853
-144,0.27853
-145,0.27853
-146,0.27853
-147,0.27853
-148,0.27853
-149,0.27853
-150,0.27853
-151,0.27853
-152,0.27853
-153,0.27853
-154,0.27853
-155,0.27853
-156,0.27853
-157,0.27853
-158,0.27853
-159,0.27853
-160,0.27853
-161,0.27853
-162,0.27853
-163,0.27853
-164,0.27853
-165,0.27853
-166,0.27853
-167,0.27853
-168,0.27853
-169,0.27853
-170,0.27853
-171,0.27853
-172,0.27853
-173,0.27853
-174,0.27853
-175,0.27853
-176,0.27853
-177,0.27853
-178,0.27853
-179,0.27853
-180,0.27853
-181,0.27853
-182,0.27853
-183,0.27853
-184,0.27853
-185,0.27853
-186,0.27853
-187,0.27853
-188,0.27853
-189,0.27853
-190,0.27853
-191,0.27853
-192,0.27853
-193,0.27853
-194,0.27853
-195,0.27853
-196,0.27853
-197,0.27853
-198,0.27853
-199,0.27853
-200,0.27853
-201,0.27853
-202,0.27853
-203,0.27853
-204,0.27853
-205,0.27853
-206,0.27853
-207,0.27853
-208,0.27853
-209,0.27853
-210,0.27853
-211,0.27853
-212,0.27853
-213,0.27853
-214,0.27853
-215,0.27853
-216,0.27853
-217,0.27853
-218,0.27853
-219,0.27853
-220,0.27853
-221,0.27853
-222,0.27853
-223,0.27853
-224,0.27853
-225,0.27853
-226,0.27853
-227,0.27853
-228,0.27853
-229,0.27853
-230,0.27853
-231,0.27853
-232,0.27853
-233,0.27853
-234,0.27853
-235,0.27853
-236,0.27853
-237,0.27853
-238,0.27853
-239,0.27853
-240,0.27853
-241,0.27853
-242,0.27853
-243,0.27853
-244,0.27853
-245,0.27853
-246,0.27853
-247,0.27853
-248,0.27853
-249,0.27853
-250,0.27853
-251,0.27853
-252,0.27853
-253,0.27853
-254,0.27853
-255,0.27853
-256,0.27853
-257,0.27853
-258,0.27853
-259,0.27853
-260,0.27853
-261,0.27853
-262,0.27853
-263,0.27853
-264,0.27853
-265,0.27853
-266,0.27853
-267,0.27853
-268,0.27853
-269,0.27853
-270,0.27853
-271,0.27853
-272,0.27853
-273,0.27853
-274,0.27853
-275,0.27853
-276,0.27853
-277,0.27853
-278,0.27853
-279,0.27853
-280,0.27853
-281,0.27853
-282,0.27853
-283,0.27853
-284,0.27853
-285,0.27853
-286,0.27853
-287,0.27853
-288,0.27853
-289,0.27853
-290,0.27853
-291,0.27853
-292,0.27853
-293,0.27853
-294,0.27853
-295,0.27853
-296,0.27853
-297,0.27853
-298,0.27853
-299,0.27853
-300,0.27853
-301,0.27853
-302,0.27853
-303,0.27853
-304,0.27853
-305,0.27853
-306,0.27853
-307,0.27853
-308,0.27853
-309,0.27853
-310,0.27853
-311,0.27853
-312,0.27853
-313,0.27853
-314,0.27853
-315,0.27853
-316,0.27853
-317,0.27853
-318,0.27853
-319,0.27853
-320,0.27853
-321,0.27853
-322,0.27853
-323,0.27853
-324,0.27853
-325,0.27853
-326,0.27853
-327,0.27853
-328,0.27853
-329,0.27853
-330,0.27853
-331,0.27853
-332,0.27853
-333,0.27853
-334,0.27853
-335,0.27853
-336,0.27853
-337,0.27853
-338,0.27853
-339,0.27853
-340,0.27853
-341,0.27853
-342,0.27853
-343,0.27853
-344,0.27853
-345,0.27853
-346,0.27853
-347,0.27853
-348,0.27853
-349,0.27853
-350,0.27853
-351,0.27853
-352,0.27853
-353,0.27853
-354,0.27853
-355,0.27853
-356,0.27853
-357,0.27853
-358,0.27853
-359,0.27853
-360,0.27853
-361,0.27853
-362,0.27853
-363,0.27853
-364,0.27853
-365,0.27853
-366,0.27853
-367,0.27853
-368,0.27853
-369,0.27853
-370,0.27853
-371,0.27853
-372,0.27853
-373,0.27853
-374,0.27853
-375,0.27853
-376,0.27853
-377,0.27853
-378,0.27853
-379,0.27853
-380,0.27853
-381,2.9312
-382,-2.3741
-383,-2.3741
-384,-2.3741
-385,-2.3741
-386,-2.3741
-387,-2.3741
-388,-2.3741
-389,-2.3741
-390,-2.3741
-391,0.27853
-392,0.27853
-393,0.27853
-394,0.27853
-395,0.27853
-396,0.27853
-397,0.27853
-398,0.27853
-399,0.27853
-400,0.27853
-401,0.27853
-402,0.27853
-403,0.27853
-404,0.27853
-405,0.27853
-406,0.27853
-407,0.27853
-408,0.27853
-409,0.27853
-410,0.27853
-411,0.27853
-412,0.27853
-413,0.27853
-414,0.27853
-415,0.27853
-416,0.27853
-417,0.27853
-418,0.27853
-419,0.27853
-420,0.27853
-421,0.27853
-422,0.27853
-423,0.27853
-424,0.27853
-425,0.27853
-426,2.9312
-427,2.9312
-428,2.9312
-429,2.9312
-430,2.9312
-431,2.9312
-432,2.9312
-433,2.9312
-434,-2.3741
-435,-2.3741
-436,-2.3741
-437,-2.3741
-438,-2.3741
-439,-2.3741
-440,-2.3741
-441,-2.3741
-442,-2.3741
-443,-2.3741
-444,-2.3741
-445,-2.3741
-446,-2.3741
-447,-2.3741
-448,-2.3741
-449,-2.3741
-450,-2.3741
-451,-2.3741
-452,-2.3741
-453,-2.3741
-454,-2.3741
-455,-2.3741
-456,-2.3741
-457,-2.3741
-458,-2.3741
-459,-2.3741
-460,-2.3741
-461,-2.3741
-462,-2.3741
-463,-2.3741
-464,0.27853
-465,0.27853
-466,0.27853
-467,0.27853
-468,0.27853
-469,0.27853
-470,0.27853
-471,0.27853
-472,0.27853
-473,0.27853
-474,0.27853
-475,0.27853
-476,0.27853
-477,0.27853
-478,0.27853
-479,0.27853
-480,0.27853
-481,0.27853
-482,0.27853
-483,0.27853
-484,0.27853
-485,0.27853
-486,0.27853
-487,0.27853
-488,0.27853
-489,0.27853
-490,0.27853
-491,0.27853
-492,0.27853
-493,0.27853
-494,0.27853
-495,0.27853
-496,0.27853
-497,0.27853
-498,0.27853
-499,0.27853
-500,0.27853
-501,0.27853
-502,0.27853
-503,0.27853
-504,0.27853
-505,0.27853
-506,0.27853
-507,0.27853
-508,0.27853
-509,0.27853
-510,0.27853
-511,0.27853
